"","기업명","산업군","평점","모집내용","직군","지원자격","근무조건.근무지역","마감일.등록일"
"480","유호스트","IT/웹/통신",2.4,"[관제/강남] (주)유호스트 본사 모니터링 담당자 정규직 채용","기술지원데이터엔지니어앱개발웹개발유지보수 외","신입 · 경력
고졸↑","정규직
서울 서초구","입사지원
~ 04/15
"
"481","아이브스","IT/웹/통신",2.4,"[아이브스] 시스템엔지니어(SE) 경력직원 구인","SE(시스템엔지니어)유지보수솔루션인프라DBMS 외","3 ~ 10년
대학교(4년)↑","정규직
서울 성동구","입사지원
~ 04/30
"
"482","엑스소프트","IT/웹/통신",2.4,"IT개발·데이터 외 1개 부문 담당자 채용","기술지원웹개발솔루션JavaIT영업 외","경력무관
학력무관","정규직
서울 금천구","입사지원
상시채용
"
"483","그라비티","IT/웹/통신",2.4,"[그라비티] 네트워크 엔지니어 경력 채용","백엔드/서버개발IT컨설팅SE(시스템엔지니어)네트워크Windows 외","경력 3년↑
학력무관","정규직
서울 마포구","입사지원
채용시
"
"484","에이치씨인포","IT/웹/통신",2.4,"IT 엔지니어 (시스템/솔루션) 부문","기술지원유지보수정보보안IT컨설팅SE(시스템엔지니어) 외","신입 · 경력
학력무관","정규직
서울 성동구","입사지원
~ 05/28
"
"485","지아이티","제조/화학",2.4,"현대자동차 그룹사 (주)지아이티 상반기 대규모 공채/수시 채용 (경력/신입)","데이터분석가백엔드/서버개발앱개발웹개발웹마스터 외","신입 · 경력
학력무관","인턴직
서울 송파구","입사지원
~ 04/20
"
"486","디포커스","기관/협회",2.4,"SAP 솔루션 컨설턴트 신입 / 정규직 채용","데이터분석가데이터엔지니어솔루션S/W아키텍쳐 외","신입 · 경력
학력무관","정규직 · 계약직
서울 성동구","입사지원
~ 04/22
"
"487","디포커스","기관/협회",2.4,"Tableau 태블로 컨설턴트 신입 / 경력 정규직 데이터분석 시각화","데이터분석가데이터엔지니어DBA데이터시각화빅데이터 외","신입 · 경력
학력무관","정규직
서울 성동구","입사지원
~ 05/09
"
"488","아이티노매즈","IT/웹/통신",2.4,"[아이티노매즈] Oracle DBA, 인프라 운영 관제 등 채용","DBARDBMSOracleDBPostgreSQL정보보안 외","경력무관
대학교(4년)↑","정규직
서울 구로구","채용 홈페이지
~ 04/12
"
"489","한미헬스케어","제조/화학",2.4,"2022년 한미헬스케어㈜ 4월 수시 채용","백엔드/서버개발앱개발웹개발유지보수프론트엔드 외","신입 · 경력
학력무관","정규직
서울 송파구","홈페이지 지원
~ 04/17
"
"490","한미헬스케어","제조/화학",2.4,"2022년 한미헬스케어(주) 각 부문별 인재채용","백엔드/서버개발앱개발웹개발유지보수프론트엔드 외","신입 · 경력
대학(2,3년)↑","정규직
서울 송파구","입사지원
~ 04/30
"
"491","유알피시스템","IT/웹/통신",2.4,"(동대문구)공공기관 상주 서버관리자 채용","기술지원데이터엔지니어유지보수DBASE(시스템엔지니어) 외","경력
대학(2,3년)↑","계약직
서울 동대문구","입사지원
~ 05/07
"
"492","유알피시스템","IT/웹/통신",2.4,"인프라 TA 공공기관 시스템 구축 및 유지보수 경력 채용","기술지원데이터엔지니어유지보수DBASE(시스템엔지니어) 외","경력
대학(2,3년)↑","정규직
서울 마포구","입사지원
~ 04/30
"
"493","유알피시스템","IT/웹/통신",2.4,"시스템 엔지니어(Unix, x86, 가상화) 경력채용 - 여의도 본사","기술지원데이터엔지니어유지보수DBASE(시스템엔지니어) 외","경력
대학(2,3년)↑","정규직
서울 영등포구","입사지원
~ 04/17
"
"494","유알피시스템","IT/웹/통신",2.4,"(은평구)공공기관 시스템운영 및 네트워크·보안 상주자 채용","기술지원데이터엔지니어유지보수DBASE(시스템엔지니어) 외","경력
대학(2,3년)↑","계약직
서울 은평구","입사지원
~ 04/22
"
"495","제이엔테크놀러지","IT/웹/통신",2.4,"IT Infra 시스템 구축 / 기술지원","기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외","신입 · 경력
대학교(4년)↑","정규직
서울 구로구","입사지원
~ 04/17
"
"496","이지메디컴","서비스업",2.4,"IT 연구소 헬스케어 SCM 웹솔루션 개발자","백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)Java 외","2 ~ 10년
대학(2,3년)↑","정규직
서울 강남구","입사지원
상시채용
"
"497","다하미커뮤니케이션즈","IT/웹/통신",2.4,"DBA / 시스템 엔지니어 / UX/UI 기획 신입/경력직 채용","백엔드/서버개발유지보수DBASE(시스템엔지니어)네트워크 외","신입 · 경력
대학교(4년)↑","정규직
서울 중구","입사지원
내일마감
"
"498","삼양데이타시스템","IT/웹/통신",2.3,"클라우드사업부문 Cloud Engineer(IaaS/PaaS) 인턴 모집","백엔드/서버개발IT컨설팅SE(시스템엔지니어)머신러닝빅데이터 외","신입
대학(2,3년)↑","계약직
서울 종로구","입사지원
내일마감
"
"499","그린카","서비스업",2.3,"2022년 각 부문 신입/경력 채용","데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외","신입 · 경력
대학(2,3년)↑","정규직 · 계약직
서울 강남구","입사지원
~ 04/30
"
"500","교육지대","IT/웹/통신",2.3,"교육지대(주) DOS팀 DBA 채용","DBASE(시스템엔지니어)AWSPostgreSQLPython 외","경력
대학(2,3년)↑","정규직
서울 구로구","채용 홈페이지
~ 04/15
"
"501","에임메드","서비스업",2.3,"헬스케어 플랫폼 설계 (데이터엔지니어/클라우드엔지니어)","데이터엔지니어데이터마이닝머신러닝빅데이터챗봇 외","신입 · 경력
대학교(4년)↑","정규직
서울 강남구","입사지원
~ 04/18
"
"502","메디컬아이피","IT/웹/통신",2.3,"[메디컬아이피] 신입 및 경력사원 모집","게임개발데이터분석가데이터엔지니어백엔드/서버개발앱개발 외","신입 · 경력
학력무관","정규직
서울 종로구","입사지원
~ 04/17
"
"503","디아이티","IT/웹/통신",2.3,"AI기반 영상처리 SW/비전SW/광학/PC제어/기구설계/영업/QC 채용","앱개발딥러닝머신러닝미들웨어빅데이터 외","신입 · 경력
대학교(4년)↑","정규직
경기 수원시 영통구","입사지원
~ 04/12
"
"504","메디에이지","의료/제약/복지",2.3,"[헬스케어] 데이터 제휴 및 플랫폼 서비스 기획자 (경력) 모집","마케팅기획콘텐츠기획제휴마케팅브랜드기획사업기획 외","6 ~ 12년
대학교(4년)↑","정규직
경기 성남시 분당구","입사지원
~ 04/30
"
"505","엑스큐어넷","IT/웹/통신",2.3,"2022년 상반기 공개채용","기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외","경력 3년↑
학력무관","정규직
서울 은평구","입사지원
내일마감
"
"506","이지서티","IT/웹/통신",2.3,"[경력직 우대] (주)이지서티 IT 엔지니어 채용","백엔드/서버개발유지보수정보보안SE(시스템엔지니어)네트워크 외","경력 1년↑
학력무관","정규직
서울 강남구","입사지원
~ 05/06
"
"507","대한방직","제조/화학",2.3,"대한방직 각 부문 신입 또는 경력사원 채용","기술지원데이터엔지니어웹개발유지보수정보보안 외","신입 · 경력
대학교(4년)↑","정규직 · 계약직
서울 중구","접수방법 확인
~ 04/12
"
"508","인동에프엔","제조/화학",2.3,"(주)인동에프엔 회계, 전산 경력 채용","기술지원데이터분석가데이터엔지니어백엔드/서버개발웹개발 외","신입 · 경력
대학(2,3년)↑","정규직
서울 서초구","채용 홈페이지
~ 04/28
"
"509","센서텍","제조/화학",2.3,"센서 및 레이더 개발 경력직 모집","앱개발웹개발퍼블리셔프론트엔드DBA 외","신입 · 경력
대학(2,3년)↑","정규직
서울 강서구","입사지원
~ 04/30
"
"510","미디어윌네트웍스","IT/웹/통신",2.3,"[알바천국] 인공지능(AI) 자연어(NLP) 엔지니어 정규직 모집","데이터분석가데이터엔지니어DBA검색엔진데이터라벨링 외","경력 3년↑
학력무관","정규직
서울 강남구","입사지원
~ 04/29
"
"511","미디어윌네트웍스","IT/웹/통신",2.3,"[알바천국본사] AI & NLP 엔지니어 정규직 모집","데이터분석가웹개발SE(시스템엔지니어)딥러닝머신러닝 외","3 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
"
"512","텍스트리","IT/웹/통신",2.3,"[텍스트리] 현지화(로컬라이제이션) 엔지니어 모집","기술지원데이터엔지니어QA/테스터빅데이터솔루션 외","경력무관
대학(2,3년)↑","정규직
서울 송파구","입사지원
~ 05/06
"
"513","소프트넷","IT/웹/통신",2.2,"JAVA 개발자","백엔드/서버개발웹개발퍼블리셔프론트엔드SE(시스템엔지니어) 외","3 ~ 10년
대학(2,3년)↑","정규직
서울전체","입사지원
상시채용
"
"514","아이유노글로벌","미디어/디자인",2.2,"[Iyuno-SDI Group] Data I/O Technician (데이터 I/O 담당자)","데이터엔지니어데이터마이닝영상편집인제스트/인코딩","신입
학력무관","정규직
서울 마포구","입사지원
~ 04/20
"
"515","아이유노글로벌","미디어/디자인",2.2,"[사세확장 / Iyuno-SDI Group] 개발팀 엔지니어 채용","데이터분석가데이터엔지니어앱개발웹개발SE(시스템엔지니어) 외","경력무관
학력무관","정규직
서울 마포구","입사지원
~ 04/13
"
"516","에이치제이에프","제조/화학",2.2,"(주)에이치제이에프(식품가공,육가공) 상반기 분야별 채용","기술지원백엔드/서버개발보안컨설팅유지보수정보보안 외","신입 · 경력
고졸↑","정규직
인천 강화군","입사지원
~ 04/24
"
"517","쿠프마케팅","IT/웹/통신",2.2,"[쿠프마케팅그룹] 각 부문별 신입/경력 인재 수시 채용","총무문서작성비품관리사내행사사무행정 외","경력무관
대학(2,3년)↑","정규직
서울 성동구","입사지원
~ 05/13
"
"518","쿠프마케팅","IT/웹/통신",2.2,"[쿠프마케팅그룹] 각 부문별 신입/경력 인재 채용","데이터엔지니어백엔드/서버개발정보보안퍼블리셔프론트엔드 외","신입 · 경력
학력무관","정규직
서울 성동구","입사지원
~ 04/30
"
"519","라온스토리","IT/웹/통신",2.2,"S/W 개발 엔지니어 채용(경력)","백엔드/서버개발앱개발네트워크솔루션API 외","2 ~ 10년
학력무관","정규직
서울 구로구","입사지원
~ 04/15
"
"520","브이엔티지","IT/웹/통신",2.2,"Process Computer 구축 및 운영 담당자 (군산/창녕 근무)","기술지원백엔드/서버개발웹개발유지보수퍼블리셔 외","경력무관
학력무관","정규직
서울 마포구","채용 홈페이지
채용시
"
"521","브이엔티지","IT/웹/통신",2.2,"ERP 프로젝트 신입/경력 개발자 (장애인우대)","퍼블리셔IT컨설팅SE(시스템엔지니어)모델링웹표준·웹접근성 외","신입 · 경력
학력무관","정규직
서울 마포구","채용 홈페이지
~ 04/21
"
"522","브이엔티지","IT/웹/통신",2.2,"정보 보안 담당자 경력직 (장애인우대)","보안컨설팅정보보안SE(시스템엔지니어)컴퓨터교육정보보호교육 외","3 ~ 10년
학력무관","정규직
서울 금천구","채용 홈페이지
채용시
"
"523","브이엔티지","IT/웹/통신",2.2,"웹 솔루션 개발자","웹개발프론트엔드SE(시스템엔지니어)클라우드S/W 외","5 ~ 15년
학력무관","정규직
서울전체","입사지원
상시채용
"
"524","어니컴","IT/웹/통신",2.2,"[어니컴(주)] 서비스 검증(SQA) 담당자 모집","데이터엔지니어QA/테스터SQAAPIIoT 외","경력 3년↑
대학(2,3년)↑","정규직
서울 서초구","채용 홈페이지
~ 04/20
"
"525","포인트모바일","IT/웹/통신",2.2,"(주)포인트모바일 기술지원팀 경력직 채용","기술지원데이터엔지니어유지보수IT컨설팅QA/테스터 외","경력 5년↑
대학교(4년)↑","정규직
서울 금천구","입사지원
~ 04/16
"
"526","모니터랩","IT/웹/통신",2.2,"소프트웨어 품질보증(QA) 채용","QA/테스터SE(시스템엔지니어)Linux네트워크클라우드 외","3 ~ 7년
대학(2,3년)↑","정규직
서울전체","입사지원
상시채용
"
"527","모니터랩","IT/웹/통신",2.2,"Linux C/Go Developer 채용","백엔드/서버개발웹개발SE(시스템엔지니어)블록체인클라우드 외","2 ~ 16년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"528","모니터랩","IT/웹/통신",2.2,"기술지원 엔지니어 (필드 엔지니어) 경력직 채용","기술지원네트워크트러블슈팅AWSAzure 외","신입 · 경력
대학(2,3년)↑","정규직
서울 구로구","입사지원
~ 04/20
"
"529","슈어엠","IT/웹/통신",2.2,"JAVA 응용프로그램 개발자 모집 (기숙사 제공)","기술지원데이터엔지니어백엔드/서버개발앱개발유지보수 외","신입 · 경력
고졸↑","정규직 · 계약직
서울 광진구","입사지원
~ 04/16
"
"530","이즈피엠피","서비스업",2.2,"2022년 ㈜이즈피엠피 플랫폼 IT 기획/설계 채용공고","데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외","신입 · 경력
대학(2,3년)↑","정규직
서울 서초구","입사지원
~ 04/24
"
"531","오토플러스","유통/무역/운송",2.2,"IT개발팀 ERP 담당자 채용","기술지원데이터분석가데이터엔지니어웹개발데이터마이닝 외","경력무관
학력무관","정규직
서울 영등포구","입사지원
~ 04/27
"
"532","제이에스티나","제조/화학",2.2,"IT (웹서비스기획/ERP운영/인프라운영/CRM) 경력직 모집","백엔드/서버개발보안컨설팅웹개발정보보안프론트엔드 외","경력 2년↑
대학(2,3년)↑","정규직
서울 송파구","입사지원
채용시
"
"533","씨제이포디플렉스","제조/화학",2.2,"CJ 4Dplex [콘텐츠솔루션팀] [AI 머신러닝 개발자 채용]","기술지원데이터엔지니어백엔드/서버개발보안컨설팅유지보수 외","경력
대학교(4년)↑","정규직
서울 용산구","입사지원
~ 04/22
"
"534","씨제이포디플렉스","제조/화학",2.2,"CJ 4Dplex Contents팀 IT부문/시스템 관리자 경력직 채용","기술지원데이터엔지니어백엔드/서버개발보안컨설팅유지보수 외","경력
대학교(4년)↑","정규직
서울 용산구","입사지원
~ 04/15
"
"535","중외정보기술","IT/웹/통신",2.1,"[중외정보기술] IT 품질보증 담당 경력사원 모집","기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외","경력무관
대학(2,3년)↑","정규직
서울 금천구","입사지원
~ 05/04
"
"536","중외정보기술","IT/웹/통신",2.1,"[중외정보기술] 유지보수 및 개발인력 채용","기술지원백엔드/서버개발웹개발유지보수퍼블리셔 외","경력 2년↑
학력무관","정규직
서울 금천구","입사지원
~ 04/16
"
"537","포디리플레이코리아","IT/웹/통신",2.1,"Machine Learning Engineer [AI Vision]","데이터분석가딥러닝머신러닝블록체인빅데이터 외","3 ~ 10년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"538","포디리플레이코리아","IT/웹/통신",2.1,"Machine Learning Engineer [AI Vision]","데이터분석가딥러닝머신러닝블록체인빅데이터 외","3 ~ 10년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"539","포디리플레이코리아","IT/웹/통신",2.1,"Web Back-End Engineer (시니어)","백엔드/서버개발웹개발프론트엔드DBASE(시스템엔지니어) 외","10 ~ 20년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"540","사임당화장품","제조/화학",2.1,"2022년 4월 ㈜사임당화장품 공개채용","SAP전산회계더존계산서발행관리회계 외","신입 · 경력
학력무관","정규직
서울 동작구","입사지원
~ 04/17
"
"541","낙스넷","IT/웹/통신",2.1,"정규직 초급 Oracle 개발자 모집 - LG전자 전산실 ( 마곡동 )","데이터엔지니어웹개발유지보수DBMSPL/SQL 외","1 ~ 5년
대학(2,3년)↑","정규직
서울 영등포구","입사지원
~ 04/15
"
"542","스마트스코어","IT/웹/통신",2.1,"개발직군 채용(PHP/JAVA/Front/DBA/PM/정보보안/퍼블리셔 등)","데이터엔지니어백엔드/서버개발웹개발유지보수정보보안 외","경력
학력무관","정규직 · 계약직
서울 강남구","홈페이지 지원
~ 04/30
"
"543","에스제이더블유인터내셔널","교육업",2.1,"[시원스쿨] 각 부문별 신입/경력 채용","보안컨설팅앱개발웹개발웹마스터유지보수 외","신입 · 경력
학력무관","정규직
서울 영등포구","입사지원
~ 04/11
"
"544","인피닉","IT/웹/통신",2.1,"[신입환영] AI 인공지능, 자율주행 학습용 데이터 관리 전문가","데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외","경력무관
대학(2,3년)↑","정규직
서울 금천구","입사지원
~ 04/12
"
"545","인피닉","IT/웹/통신",2.1,"AI 인공지능 프로젝트 관리 담당 매니저","데이터분석가데이터엔지니어데이터마이닝데이터시각화딥러닝 외","2 ~ 10년
대학(2,3년)↑","정규직
서울전체","입사지원
상시채용
"
"546","인피닉","IT/웹/통신",2.1,"자율주행 및 인공지능 학습용 데이터 가공 매니저","데이터분석가데이터엔지니어데이터마이닝데이터시각화딥러닝 외","2 ~ 8년
대학(2,3년)↑","정규직
서울전체","입사지원
상시채용
"
"547","인피닉","IT/웹/통신",2.1,"자율주행 및 인공지능 학습용 데이터 수집(정제) 담당 매니저","데이터분석가데이터엔지니어데이터마이닝데이터시각화딥러닝 외","2 ~ 8년
대학(2,3년)↑","정규직
서울전체","입사지원
상시채용
"
"548","케이지제로인","은행/금융업",2.1,"[KG제로인] 2022년 2월 신입 및 경력사원 모집","기술지원데이터엔지니어백엔드/서버개발보안컨설팅웹개발 외","신입 · 경력
학력무관","정규직 · 인턴직
서울 중구","입사지원
~ 04/15
"
"549","심네트","IT/웹/통신",2.1,"(서울시 용산) 데이터 분석 연구원 모집","데이터분석가데이터엔지니어데이터마이닝데이터시각화빅데이터 외","신입
대학교(4년)↑","정규직 · 계약직
서울 용산구","입사지원
~ 04/17
"
"550","심네트","IT/웹/통신",2.1,"(가산) 응용프로그래머 모집 (C, C++, VC++ 등)","게임개발데이터엔지니어유지보수SI개발네트워크 외","신입 · 경력
대학(2,3년)↑","정규직
서울 금천구","입사지원
상시채용
"
"551","씨앤아이테크놀로지","제조/화학",2.1,"반도체 장비 2022년 상반기 신입/경력 채용","데이터엔지니어유지보수SE(시스템엔지니어)정보통신S/W 외","신입 · 경력
대학(2,3년)↑","정규직
경기 화성시
3,500만원","입사지원
~ 05/21
"
"552","한독모터스","유통/무역/운송",2,"[BMW한독모터스] 본사 사무직 신입/경력 채용","기술지원데이터분석가데이터엔지니어백엔드/서버개발웹마스터 외","신입 · 경력
대학(2,3년)↑","정규직 · 계약직
서울 서초구","입사지원
오늘마감
"
"553","헬스허브","IT/웹/통신",2,"(주)헬스허브에서 헬스데이터플랫폼을 경험하세요","기술지원SE(시스템엔지니어)네트워크C#C++ 외","경력무관
학력무관","계약직 · 인턴직
서울 서초구","입사지원
~ 05/24
"
"554","웨어밸리데이타","IT/웹/통신",2,"보안 솔루션 구축&유지 보수 기술 엔지니어 - 신입 / 경력","기술지원솔루션정보보안DBMSLinux 외","신입 · 경력
학력무관","정규직
서울 마포구","입사지원
상시채용
"
"555","조아라","IT/웹/통신",2,"시스템엔지니어(SE) 채용","백엔드/서버개발웹개발정보보안SE(시스템엔지니어)모의해킹 외","2 ~ 10년
대학(2,3년)↑","정규직
서울전체","입사지원
~ 04/30
"
"556","씨앤토트","유통/무역/운송",2,"2022년 상반기 보안 엔지니어 채용","백엔드/서버개발네트워크클라우드기술지원솔루션 외","신입 · 경력
학력무관","정규직
서울 서초구","입사지원
~ 04/30
"
"557","왈도시스템","IT/웹/통신",2,"부문별 신입 및 경력직 채용","유지보수SE(시스템엔지니어)네트워크정보통신H/W 외","신입 · 경력
고졸↑","정규직
서울 강서구","입사지원
~ 05/08
"
"558","에넥스텔레콤","IT/웹/통신",2,"통신사업/공공사업/채널영업/온라인사업/회계팀/피졸로 채용공고","유지보수전산회계계산서발행관리회계급여(Payroll) 외","신입 · 경력
학력무관","정규직
서울 강남구","입사지원
~ 04/20
"
"559","서흥인터내셔날","유통/무역/운송",2,"웹 프로그래머 모집","백엔드/서버개발웹개발MySQLNode.jsVue.js 외","경력무관
대학(2,3년)↑","정규직
서울 동대문구","입사지원
~ 04/19
"
"560","동일드방레","제조/화학",2,"라코스테 IT 시스템 담당 채용","앱개발웹개발웹마스터유지보수IT컨설팅 외","경력 3년↑
대학교(4년)↑","정규직
서울 강남구","입사지원
~ 04/17
"
"561","제이슨그룹","IT/웹/통신",2,"시스템 엔지니어(SE) 경력직채용","기술지원SE(시스템엔지니어)네트워크인프라클라우드 외","신입 · 경력
학력무관","정규직
서울 용산구","입사지원
~ 04/28
"
"562","한국인터텍테스팅서비스","제조/화학",1.9,"한국인터텍 각 분야별 직원 모집","기술지원백엔드/서버개발앱개발웹개발웹마스터 외","신입 · 경력
대학(2,3년)↑","정규직 · 계약직
서울 성동구","입사지원
~ 04/20
"
"563","아라인","IT/웹/통신",1.7,"클라우드(SaaS) HR 솔루션 개발 및 운영","백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)Nginx 외","5 ~ 15년
학력무관","정규직
서울 강남구","입사지원
상시채용
"
"564","아라인","IT/웹/통신",1.7,"e-HR시스템 개발","백엔드/서버개발웹개발퍼블리셔프론트엔드SE(시스템엔지니어) 외","3 ~ 20년
학력무관","정규직
서울 강남구","입사지원
상시채용
"
"565","티디아이","IT/웹/통신",1.7,"TDI 백앤드 개발자","백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)검색엔진 외","3 ~ 29년
학력무관","정규직
서울전체","입사지원
상시채용
"
"566","케이지모빌리언스","IT/웹/통신",1.7,"[KG모빌리언스] 데이터베이스 운영 담당자 모집","데이터분석가데이터엔지니어DBADBMSASP 외","신입 · 경력
학력무관","정규직
서울 중구","입사지원
~ 04/25
"
"567","데이터스트림즈","IT/웹/통신",1.7,"(주)데이터스트림즈 빅데이터 전문기업 부문별 채용","데이터분석가백엔드/서버개발웹개발웹마스터퍼블리셔 외","신입 · 경력
학력무관","정규직
경기 성남시 분당구","입사지원
~ 05/08
"
"568","워시스왓","서비스업",1.7,"[세탁특공대] Business Analyst","경영분석데이터분석사업관리시장조사실적관리 외","경력 2년↑
학력무관","정규직
서울 서초구","홈페이지 지원
~ 05/30
"
"569","워시스왓","서비스업",1.7,"[세탁특공대] 브랜드 디자이너 (BX Designer)","시각디자인BI디자인BX디자인","경력 3년↑
학력무관","정규직
서울 서초구","홈페이지 지원
~ 05/30
"
"570","워시스왓","서비스업",1.7,"[세탁특공대] 프로덕트 디자이너 (UX Designer)","그래픽디자인디지털디자인모바일디자인브랜드디자인앱디자인 외","경력 3년↑
학력무관","정규직
서울 서초구","홈페이지 지원
~ 05/30
"
"571","워시스왓","서비스업",1.7,"[세탁특공대] 회계 결산 담당자","감사경리공인회계사회계사관리회계 외","경력 5년↑
학력무관","정규직
서울 서초구","홈페이지 지원
~ 05/30
"
"572","워시스왓","서비스업",1.7,"[세탁특공대] Recruiting Sourcer(리크루터)","채용담당자채용공고관리인사","경력 2년↑
학력무관","정규직
서울 서초구","홈페이지 지원
~ 05/30
"
"573","워시스왓","서비스업",1.7,"[세탁특공대] 채용 브랜딩 담당자","채용담당자HR컨설팅HRM면접/인터뷰실적관리 외","경력 2년↑
학력무관","정규직
서울 서초구","홈페이지 지원
~ 05/30
"
"574","워시스왓","서비스업",1.7,"[세탁특공대] QA Engineer (QA 엔지니어)","기술지원데이터엔지니어유지보수SOAAWS 외","경력 3년↑
학력무관","정규직
서울 서초구","홈페이지 지원
~ 05/30
"
"575","워시스왓","서비스업",1.7,"[세탁특공대] React native Engineer(Front-end) 엔지니어","기술지원데이터엔지니어웹개발프론트엔드Git 외","경력 1년↑
학력무관","정규직
서울 서초구","홈페이지 지원
~ 05/30
"
